0x00000000,global_tags
0x00000A90,ui\halox\alpha_motd\strings
0x00000A91,ui\halox\alpha_motd\button_key_ok
0x00000A92,ui\halox\matchmaking\strings_match_found
0x00000A93,ui\halox\matchmaking\match_found_constants
0x00000A94,ui\halox\matchmaking\matchmaking_template
0x00000A95,ui\halox\main_menu\animations\delayd_crossfade
0x00000A96,ui\halox\main_menu\animations\delayd_crossfade_with_alt_flash
0x00000A97,ui\halox\matchmaking\found_channel_ui
0x00000A98,ui\halox\pregame_lobby\map_load_matchmaking
0x00000A99,ui\halox\matchmaking\button_key_matchmaking_search_setting_up_match
0x00000A9A,ui\halox\matchmaking\strings_searching
0x00000A9B,ui\halox\matchmaking\searching_constants
0x00000A9C,ui\halox\matchmaking\searching_channel_ui
0x00000A9D,ui\halox\matchmaking\state_plate_ui
0x00000A9E,ui\halox\matchmaking\animations\ping
0x00000A9F,ui\halox\matchmaking\pingpong_ui
0x00000AA0,ui\halox\matchmaking\animations\pong
0x00000AA1,ui\halox\matchmaking\animations\progress
0x00000AA2,ui\halox\matchmaking\timer_ui
0x00000AA3,ui\halox\matchmaking\button_key_matchmaking_search_online
0x00000AA4,ui\halox\matchmaking\button_key_matchmaking_search_online_stats
0x00000AA5,ui\halox\matchmaking\animations\ping_ambient
0x00000AA6,ui\halox\matchmaking\animations\ping_custom0
0x00000AA7,ui\halox\matchmaking\animations\ping_ambient
0x00000AA8,ui\halox\matchmaking\animations\ping_custom0
0x00000AA9,ui\halox\matchmaking\animations\ping_slide
0x00000AAA,ui\halox\matchmaking\animations\ping
0x00000AAB,ui\halox\matchmaking\animations\pong_custom0
0x00000AAC,ui\halox\matchmaking\animations\pong_custom0
0x00000AAD,ui\halox\matchmaking\animations\pong_slide
0x00000AAE,ui\halox\matchmaking\animations\pong
0x00000AAF,ui\halox\game_options\strings
0x00000AB0,ui\halox\game_options\game_options
0x00000AB1,ui\halox\game_options\arrow_up
0x00000AB2,ui\halox\game_options\arrow_down
0x00000AB3,ui\halox\game_options\animations\background
0x00000AB4,ui\halox\game_options\animations\text
0x00000AB5,ui\halox\common\common_bitmaps\third_column_short
0x00000AB6,ui\halox\game_options\a_select_b_back
0x00000AB7,ui\halox\game_options\a_select_b_done
0x00000AB8,ui\halox\game_options\a_confirm_b_cancel
0x00000AB9,ui\halox\game_options\party_leader
0x00000ABA,ui\halox\game_options\non_party_leader
0x00000ABB,ui\halox\game_options\animations\options_value
0x00000ABC,ui\halox\game_options\animations\name_value_item_bitmap
0x00000ABD,ui\halox\game_options\animations\up_arrow
0x00000ABE,ui\halox\game_options\animations\down_arrow
0x00000ABF,ui\halox\game_options\animations\bkd_zoom_out
0x00000AC0,ui\halox\game_options\animations\bkd_zoom_in
0x00000AC1,ui\halox\game_options\animations\hack_fade_out_bkd
0x00000AC2,ui\halox\game_options\animations\hack_fade_in_bkd
0x00000AC3,null_tag_0AC3
0x00000AC4,null_tag_0AC4
0x00000AC5,null_tag_0AC5
0x00000AC6,null_tag_0AC6
0x00000AC7,null_tag_0AC7
0x00000AC8,ui\halox\carnage_report\carnage_report_ui
0x00000AC9,null_tag_0AC9
0x00000ACA,null_tag_0ACA
0x00000ACB,null_tag_0ACB
0x00000ACC,null_tag_0ACC
0x00000ACD,ui\halox\carnage_report\medals_lg_ui
0x00000ACE,ui\halox\common\player_select\carnage_report_player_details
0x00000ACF,ui\halox\carnage_report\medal_list
0x00000AD0,ui\halox\carnage_report\weapon_scematics
0x00000AD1,ui\halox\carnage_report\medals_bkd_ui
0x00000AD2,ui\halox\common\player_select\button_key_a_select_b_cancel
0x00000AD3,ui\halox\carnage_report\medals_med_ui
0x00000AD4,ui\halox\carnage_report\medals_hilite_ui
0x00000AD5,ui\halox\pregame_lobby\advanced_screen\strings
0x00000AD6,ui\halox\pregame_lobby\advanced_screen\search_preference
0x00000AD7,ui\halox\pregame_lobby\advanced_screen\option
0x00000AD8,ui\halox\pregame_lobby\advanced_screen\warthog_01_ui
0x00000AD9,ui\halox\pregame_lobby\advanced_screen\default
0x00000ADA,ui\halox\director\strings
0x00000ADB,ui\halox\director\observer_camera_list_screen
0x00000ADC,ui\halox\director\standard_list_bitmaps
0x00000ADD,ui\halox\common\common_bitmaps\white_90
0x00000ADE,ui\halox\director\long_fade
0x00000ADF,ui\halox\director\long_fade_in
0x00000AE0,ui\halox\director\fade_out_long
0x00000AE1,ui\halox\director\fade_in_long
0x00000AE2,ui\halox\campaign\campaign_settings\strings_campaign_settings
0x00000AE3,ui\halox\campaign\campaign_settings
0x00000AE4,ui\halox\campaign\campaign_settings_spinner
0x00000AE5,ui\halox\campaign\campaign_settings\skulls_sidebar
0x00000AE6,ui\halox\campaign\campaign_settings_skulls
0x00000AE7,ui\halox\campaign\campaign_settings_skulls_secondary
0x00000AE8,ui\halox\campaign\skulls_lg_ui
0x00000AE9,ui\halox\campaign\secondary_skulls_lg_ui
0x00000AEA,ui\halox\campaign\animations\options_list_item
0x00000AEB,ui\halox\campaign\animations\options_value
0x00000AEC,ui\halox\campaign\animations\name_value_item_bitmap
0x00000AED,ui\halox\campaign\animations\skulls_list
0x00000AEE,ui\halox\campaign\skulls_med_ui
0x00000AEF,ui\halox\campaign\animations\skulls_list_hilite
0x00000AF0,ui\halox\campaign\skull_hilite_ui
0x00000AF1,ui\halox\campaign\animations\glowin_red_eyes
0x00000AF2,ui\halox\campaign\glowin_red_eyes_ui
0x00000AF3,ui\halox\campaign\campaign_settings\dimmer
0x00000AF4,ui\halox\campaign\campaign_settings\dimmed
0x00000AF5,ui\halox\campaign\secondary_skulls_med_ui
0x00000AF6,ui\halox\start_menu\panes\hq_screenshots_viewer\strings_preview
0x00000AF7,ui\halox\start_menu\panes\hq_screenshots_viewer\b_back
0x00000AF8,ui\global_strings\global_strings
0x00000AF9,ui\global_strings\ui_strings
0x00000AFA,ui\default_sounds
0x00000AFB,ui\global_datasources\game_variant
0x00000AFC,ui\global_datasources\player_rank
0x00000AFD,sound\game_sfx\ui\error
0x00000AFE,sound\game_sfx\ui\button_based_ui_sounds\cursor_horzontal
0x00000AFF,sound\game_sfx\ui\button_based_ui_sounds\cursor_vertical
0x00000B00,sound\game_sfx\ui\button_based_ui_sounds\a_button
0x00000B01,sound\game_sfx\ui\button_based_ui_sounds\b_button
0x00000B02,sound\game_sfx\ui\button_based_ui_sounds\x_button
0x00000B03,sound\game_sfx\ui\button_based_ui_sounds\start_button
0x00000B04,sound\game_sfx\ui\back1
0x00000B05,sound\game_sfx\ui\button_based_ui_sounds\bumpers\left_bumper
0x00000B06,sound\game_sfx\ui\button_based_ui_sounds\bumpers\right_bumper
0x00000B07,sound\game_sfx\multiplayer\player_timer_beep
0x00000B08,sound\game_sfx\multiplayer\player_respawn
0x00000B09,sound\game_sfx\ui\transition_beeps
0x00000B0A,sound\game_sfx\multiplayer\pickup_health
0x00000B0B,sound\game_sfx\ui\button_based_ui_sounds\rank_up
0x00000B0C,sound\game_sfx\ui\button_based_ui_sounds\party_up
0x00000B0D,multiplayer\game_variant_settings\slayer\slayer_score_to_win
0x00000B0E,multiplayer\game_variant_settings\slayer\slayer_teams
0x00000B0F,multiplayer\game_variant_settings\slayer\slayer
0x00000B10,multiplayer\game_variant_settings\global_options\map_overrides
0x00000B11,multiplayer\game_variant_settings\global_options\global_options
0x00000B12,multiplayer\game_variant_settings\sandbox\sandbox_enter_edit_mode
0x00000B13,multiplayer\game_variant_settings\respawn_options\respawn_time
0x00000B14,multiplayer\game_variant_settings\sandbox\editor_traits
0x00000B15,multiplayer\game_variant_settings\player_traits_template\player_traits_template
0x00000B16,multiplayer\game_variant_settings\assault\assault_score_to_win
0x00000B17,multiplayer\game_variant_settings\assault\assault_mode
0x00000B18,multiplayer\game_variant_settings\assault\assault
0x00000B19,multiplayer\game_variant_settings\ctf\ctf_score_to_win
0x00000B1A,multiplayer\game_variant_settings\ctf\ctf_one_flag
0x00000B1B,multiplayer\game_variant_settings\ctf\ctf
0x00000B1C,multiplayer\game_variant_settings\infection\infection_inital_count
0x00000B1D,multiplayer\game_variant_settings\infection\infection
0x00000B1E,multiplayer\game_variant_settings\juggernaut\juggernaut_score_to_win
0x00000B1F,multiplayer\game_variant_settings\juggernaut\juggernaut
0x00000B20,multiplayer\game_variant_settings\koth\koth_score_to_win
0x00000B21,multiplayer\game_variant_settings\koth\koth_teams
0x00000B22,multiplayer\game_variant_settings\koth\koth
0x00000B23,multiplayer\game_variant_settings\oddball\oddball_score_to_win
0x00000B24,multiplayer\game_variant_settings\oddball\oddball_teams
0x00000B25,multiplayer\game_variant_settings\oddball\oddball
0x00000B26,multiplayer\game_variant_settings\territories\territories_capture_time
0x00000B27,multiplayer\game_variant_settings\territories\territories_one_sided
0x00000B28,multiplayer\game_variant_settings\territories\territories
0x00000B29,multiplayer\game_variant_settings\vip\vip_score_to_win
0x00000B2A,multiplayer\game_variant_settings\vip\vip_single_vip
0x00000B2B,multiplayer\game_variant_settings\vip\vip
0x00000B2C,multiplayer\game_variant_settings\slayer\slayer_advanced_scoring
0x00000B2D,multiplayer\game_variant_settings\slayer\slayer_team_scoring
0x00000B2E,multiplayer\game_variant_settings\slayer\slayer_points_kill
0x00000B2F,multiplayer\game_variant_settings\slayer\slayer_points_assist
0x00000B30,multiplayer\game_variant_settings\slayer\slayer_points_death
0x00000B31,multiplayer\game_variant_settings\slayer\slayer_points_suicide
0x00000B32,multiplayer\game_variant_settings\slayer\slayer_points_betrayal
0x00000B33,multiplayer\game_variant_settings\slayer\slayer_points_leader
0x00000B34,multiplayer\game_variant_settings\slayer\slayer_points_headshot
0x00000B35,multiplayer\game_variant_settings\slayer\slayer_points_beatdown
0x00000B36,multiplayer\game_variant_settings\slayer\slayer_points_assassination
0x00000B37,multiplayer\game_variant_settings\slayer\slayer_points_splatter
0x00000B38,multiplayer\game_variant_settings\slayer\slayer_points_sticky
0x00000B39,multiplayer\game_variant_settings\slayer\slayer_points_spree
0x00000B3A,multiplayer\game_variant_settings\slayer\slayer_points_elimination
0x00000B3B,multiplayer\game_variant_settings\player_traits_template\traits_shields
0x00000B3C,multiplayer\game_variant_settings\player_traits_template\traits_weapons
0x00000B3D,multiplayer\game_variant_settings\player_traits_template\traits_movement
0x00000B3E,multiplayer\game_variant_settings\player_traits_template\traits_sensors
0x00000B3F,multiplayer\game_variant_settings\player_traits_template\traits_appearance
0x00000B40,multiplayer\game_variant_settings\player_traits_template\traits_shields_damage_resistance
0x00000B41,multiplayer\game_variant_settings\player_traits_template\traits_shields_multiplier
0x00000B42,multiplayer\game_variant_settings\player_traits_template\traits_shields_recharge_rate
0x00000B43,multiplayer\game_variant_settings\player_traits_template\traits_shields_vampirism
0x00000B44,multiplayer\game_variant_settings\player_traits_template\traits_shields_headshot_immunity
0x00000B45,multiplayer\game_variant_settings\player_traits_template\traits_weapons_damage_modifier
0x00000B46,multiplayer\game_variant_settings\player_traits_template\traits_weapons_initial_primary
0x00000B47,multiplayer\game_variant_settings\player_traits_template\traits_weapons_initial_secondary
0x00000B48,multiplayer\game_variant_settings\player_traits_template\traits_weapons_initial_grenade_count
0x00000B49,multiplayer\game_variant_settings\player_traits_template\traits_weapons_recharging_grenades
0x00000B4A,multiplayer\game_variant_settings\player_traits_template\traits_weapons_infinite_ammo
0x00000B4B,multiplayer\game_variant_settings\player_traits_template\traits_weapons_pickup
0x00000B4C,multiplayer\game_variant_settings\player_traits_template\traits_movement_walking_speed
0x00000B4D,multiplayer\game_variant_settings\player_traits_template\traits_movement_personal_gravity
0x00000B4E,multiplayer\game_variant_settings\player_traits_template\traits_movement_vehicle_useage
0x00000B4F,multiplayer\game_variant_settings\player_traits_template\traits_sensors_motion_tracker
0x00000B50,multiplayer\game_variant_settings\player_traits_template\traits_sensors_motion_tracker_range
0x00000B51,multiplayer\game_variant_settings\player_traits_template\traits_appearance_active_camo
0x00000B52,multiplayer\game_variant_settings\player_traits_template\traits_appearance_waypoints
0x00000B53,multiplayer\game_variant_settings\player_traits_template\traits_appearance_forced_change_colors
0x00000B54,multiplayer\game_variant_settings\map_overrides\traits_weapons_initial_primary_untemplated
0x00000B55,multiplayer\game_variant_settings\map_overrides\traits_weapons_initial_secondary_untemplated
0x00000B56,multiplayer\game_variant_settings\map_overrides\weapon_set
0x00000B57,multiplayer\game_variant_settings\map_overrides\grenades_on_map
0x00000B58,multiplayer\game_variant_settings\map_overrides\vehicle_set
0x00000B59,multiplayer\game_variant_settings\map_overrides\indestructible_vehicles
0x00000B5A,multiplayer\game_variant_settings\map_overrides\map_overrides_powerup_traits_yellow
0x00000B5B,multiplayer\game_variant_settings\map_overrides\map_overrides_powerup_traits_yellow_duration
0x00000B5C,multiplayer\game_variant_settings\player_traits_template\traits_weapons_dynamic
0x00000B5D,multiplayer\game_variant_settings\global_options\round_limit
0x00000B5E,multiplayer\game_variant_settings\global_options\round_time_limit
0x00000B5F,multiplayer\game_variant_settings\global_options\respawn_options
0x00000B60,multiplayer\game_variant_settings\social_options\team_changing
0x00000B61,multiplayer\game_variant_settings\social_options\friendly_fire
0x00000B62,multiplayer\game_variant_settings\social_options\betrayal_booting
0x00000B63,multiplayer\game_variant_settings\respawn_options\suicide_penalty
0x00000B64,multiplayer\game_variant_settings\respawn_options\betrayal_penalty
0x00000B65,multiplayer\game_variant_settings\respawn_options\lives_per_round
0x00000B66,multiplayer\game_variant_settings\respawn_options\respawn_settings_advanced
0x00000B67,multiplayer\game_variant_settings\respawn_options\respawn_modifiers
0x00000B68,multiplayer\game_variant_settings\respawn_options\respawn_traits
0x00000B69,multiplayer\game_variant_settings\respawn_options\inherit_respawn_timer
0x00000B6A,multiplayer\game_variant_settings\respawn_options\respawn_growth
0x00000B6B,multiplayer\game_variant_settings\respawn_options\respawn_on_kill
0x00000B6C,multiplayer\game_variant_settings\respawn_options\respawn_traits_duration
0x00000B6D,multiplayer\game_variant_settings\sandbox\editor_traits_shields
0x00000B6E,multiplayer\game_variant_settings\sandbox\editor_traits_sensors
0x00000B6F,multiplayer\game_variant_settings\sandbox\editor_traits_appearance
0x00000B70,multiplayer\game_variant_settings\sandbox\editor_traits_shields_damage_resistance
0x00000B71,multiplayer\game_variant_settings\sandbox\editor_traits_shields_multiplier
0x00000B72,multiplayer\game_variant_settings\sandbox\editor_traits_shields_recharge_rate
0x00000B73,multiplayer\game_variant_settings\sandbox\editor_traits_sensors_motion_tracker
0x00000B74,multiplayer\game_variant_settings\sandbox\editor_traits_sensors_motion_tracker_range
0x00000B75,multiplayer\game_variant_settings\sandbox\editor_traits_appearance_active_camo
0x00000B76,multiplayer\game_variant_settings\sandbox\editor_traits_appearance_waypoints
0x00000B77,multiplayer\game_variant_settings\assault\assault_reset_on_disarm
0x00000B78,multiplayer\game_variant_settings\assault\assault_arming_time
0x00000B79,multiplayer\game_variant_settings\assault\assault_disarm_time
0x00000B7A,multiplayer\game_variant_settings\assault\assault_fuse_time
0x00000B7B,multiplayer\game_variant_settings\assault\assault_reset_time
0x00000B7C,multiplayer\game_variant_settings\assault\assault_sudden_death
0x00000B7D,multiplayer\game_variant_settings\player_traits_template\player_traits_dynamic_template
0x00000B7E,multiplayer\game_variant_settings\ctf\ctf_sudden_death
0x00000B7F,multiplayer\game_variant_settings\ctf\ctf_flag_at_home
0x00000B80,multiplayer\game_variant_settings\ctf\ctf_touch_return
0x00000B81,multiplayer\game_variant_settings\ctf\ctf_idle_return
0x00000B82,multiplayer\game_variant_settings\infection\infection_scoring
0x00000B83,multiplayer\game_variant_settings\infection\infection_next_zombie
0x00000B84,multiplayer\game_variant_settings\infection\infection_scoring_kill
0x00000B85,multiplayer\game_variant_settings\infection\infection_scoring_infection
0x00000B86,multiplayer\game_variant_settings\infection\infection_scoring_last_man
0x00000B87,multiplayer\game_variant_settings\infection\infection_scoring_suicide
0x00000B88,multiplayer\game_variant_settings\infection\infection_scoring_betrayal
0x00000B89,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring
0x00000B8A,multiplayer\game_variant_settings\juggernaut\juggernaut_selection_initial
0x00000B8B,multiplayer\game_variant_settings\juggernaut\juggernaut_selection_next
0x00000B8C,multiplayer\game_variant_settings\juggernaut\juggernaut_next_delay
0x00000B8D,multiplayer\game_variant_settings\juggernaut\juggernaut_allied_against
0x00000B8E,multiplayer\game_variant_settings\juggernaut\juggernaut_zones_enabled
0x00000B8F,multiplayer\game_variant_settings\juggernaut\juggernaut_zones_movement
0x00000B90,multiplayer\game_variant_settings\juggernaut\juggernaut_zones_order
0x00000B91,multiplayer\game_variant_settings\juggernaut\juggernaut_respawn
0x00000B92,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring_kill
0x00000B93,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring_jugg_kill
0x00000B94,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring_kill_as_jugg
0x00000B95,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring_arrival
0x00000B96,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring_suicide
0x00000B97,multiplayer\game_variant_settings\juggernaut\juggernaut_scoring_betrayal
0x00000B98,multiplayer\game_variant_settings\koth\koth_team_scoring
0x00000B99,multiplayer\game_variant_settings\koth\koth_scoring_inside_hill
0x00000B9A,multiplayer\game_variant_settings\koth\koth_scoring_uncontested_hill
0x00000B9B,multiplayer\game_variant_settings\koth\koth_scoring_outside_hill
0x00000B9C,multiplayer\game_variant_settings\koth\koth_scoring_kill
0x00000B9D,multiplayer\game_variant_settings\koth\koth_moving_hill
0x00000B9E,multiplayer\game_variant_settings\koth\koth_moving_hill_order
0x00000B9F,multiplayer\game_variant_settings\oddball\oddball_team_scoring
0x00000BA0,multiplayer\game_variant_settings\oddball\oddball_scoring_carrying
0x00000BA1,multiplayer\game_variant_settings\oddball\oddball_scoring_kill
0x00000BA2,multiplayer\game_variant_settings\oddball\oddball_scoring_ball_kill
0x00000BA3,multiplayer\game_variant_settings\oddball\oddball_scoring_carrier_kill
0x00000BA4,multiplayer\game_variant_settings\oddball\oddball_advanced
0x00000BA5,multiplayer\game_variant_settings\oddball\oddball_ball_count
0x00000BA6,multiplayer\game_variant_settings\oddball\oddball_auto_pickup
0x00000BA7,multiplayer\game_variant_settings\oddball\oddball_spawn_delay
0x00000BA8,multiplayer\game_variant_settings\oddball\oddball_respawn_delay
0x00000BA9,multiplayer\game_variant_settings\territories\territories_lock_after_capture
0x00000BAA,multiplayer\game_variant_settings\territories\territories_sudden_death
0x00000BAB,multiplayer\game_variant_settings\territories\territories_respawn_on_capture
0x00000BAC,multiplayer\game_variant_settings\vip\vip_selection
0x00000BAD,multiplayer\game_variant_settings\vip\vip_scoring
0x00000BAE,multiplayer\game_variant_settings\vip\vip_round_end_on_death
0x00000BAF,multiplayer\game_variant_settings\vip\vip_zones_count
0x00000BB0,multiplayer\game_variant_settings\vip\vip_zones_movement
0x00000BB1,multiplayer\game_variant_settings\vip\vip_zones_order
0x00000BB2,multiplayer\game_variant_settings\vip\vip_traits_influence
0x00000BB3,multiplayer\game_variant_settings\vip\vip_scoring_takedown
0x00000BB4,multiplayer\game_variant_settings\vip\vip_scoring_death
0x00000BB5,multiplayer\game_variant_settings\vip\vip_scoring_vip_betrayal
0x00000BB6,multiplayer\game_variant_settings\vip\vip_scoring_kill
0x00000BB7,multiplayer\game_variant_settings\vip\vip_scoring_vip_kill
0x00000BB8,multiplayer\game_variant_settings\vip\vip_scoring_arrival
0x00000BB9,multiplayer\game_variant_settings\vip\vip_scoring_suicide
0x00000BBA,multiplayer\game_variant_settings\vip\vip_scoring_betrayal
0x00000BBB,multiplayer\game_variant_settings\vip\vip_traits_influence_radius
0x00000BBC,null_tag_0BBC
0x00000BBD,null_tag_0BBD
0x00000BBE,null_tag_0BBE
0x00000BBF,null_tag_0BBF
0x00000BC0,null_tag_0BC0
0x00000BC1,null_tag_0BC1
0x00000BC2,null_tag_0BC2
0x00000BC3,null_tag_0BC3
0x00000BC4,null_tag_0BC4
0x00000BC5,null_tag_0BC5
0x00000BC6,null_tag_0BC6
0x00000BC7,null_tag_0BC7
0x00000BC8,null_tag_0BC8
0x00000BC9,null_tag_0BC9
0x00000BCA,null_tag_0BCA
0x00000BCB,null_tag_0BCB
0x00000BCC,null_tag_0BCC
0x00000BCD,null_tag_0BCD
0x00000BCE,null_tag_0BCE
0x00000BCF,null_tag_0BCF
0x00000BD0,null_tag_0BD0
0x00000BD1,null_tag_0BD1
0x00000BD2,null_tag_0BD2
0x00000BD3,null_tag_0BD3
0x00000BD4,null_tag_0BD4
0x00000BD5,null_tag_0BD5
0x00000BD6,null_tag_0BD6
0x00000BD7,null_tag_0BD7
0x00000BD8,null_tag_0BD8
0x00000BD9,null_tag_0BD9
0x00000BDA,null_tag_0BDA
0x00000BDB,null_tag_0BDB
0x00000BDC,null_tag_0BDC
0x00000BDD,null_tag_0BDD
0x00000BDE,null_tag_0BDE
0x00000BDF,null_tag_0BDF
0x00000BE0,null_tag_0BE0
0x00000BE1,null_tag_0BE1
0x00000BE2,null_tag_0BE2
0x00000BE3,null_tag_0BE3
0x00000BE4,null_tag_0BE4
0x00000BE5,null_tag_0BE5
0x00000BE6,null_tag_0BE6
0x00000BE7,null_tag_0BE7
0x00000BE8,null_tag_0BE8
0x00000BE9,null_tag_0BE9
0x00000BEA,null_tag_0BEA
0x00000BEB,null_tag_0BEB
0x00000BEC,null_tag_0BEC
0x00000BED,null_tag_0BED
0x00000BEE,null_tag_0BEE
0x00000BEF,null_tag_0BEF
0x00000BF0,null_tag_0BF0
0x00000BF1,null_tag_0BF1
0x00000BF2,null_tag_0BF2
0x00000BF3,null_tag_0BF3
0x00000BF4,null_tag_0BF4
0x00000BF5,null_tag_0BF5
0x00000BF6,null_tag_0BF6
0x00000BF7,null_tag_0BF7
0x00000BF8,null_tag_0BF8
0x00000BF9,null_tag_0BF9
0x00000BFA,null_tag_0BFA
0x00000BFB,null_tag_0BFB
0x00000BFC,null_tag_0BFC
0x00000BFD,null_tag_0BFD
0x00000BFE,null_tag_0BFE
0x00000BFF,null_tag_0BFF
0x00000C00,null_tag_0C00
0x00000C01,null_tag_0C01
0x00000C02,null_tag_0C02
0x00000C03,null_tag_0C03
0x00000C04,null_tag_0C04
0x00000C05,null_tag_0C05
0x00000C06,null_tag_0C06
0x00000C07,null_tag_0C07
0x00000C08,null_tag_0C08
0x00000C09,null_tag_0C09
0x00000C0A,null_tag_0C0A
0x00000C0B,null_tag_0C0B
0x00000C0C,globals\collision_damage\biped_player
0x00000C0D,fx\material_effects\objects\characters\masterchief
0x00000C0E,null_tag_0C0E
0x00000C0F,objects\characters\masterchief\fx\shield\shield_down
0x00000C10,objects\characters\masterchief\flashlight_1p
0x00000C11,objects\characters\masterchief\flashlight_3p
0x00000C12,objects\characters\masterchief\fx\flaming_ninja
0x00000C13,objects\equipment\hologram_equipment\bipeds\masterchief_hologram
0x00000C14,camera\biped_support_camera
0x00000C15,camera\biped_assassination_camera
0x00000C16,globals\damage_responses\player_assassination
0x00000C17,objects\props\human\unsc\spartan_knife\spartan_knife
0x00000C18,objects\characters\masterchief\damage_effects\masterchief_boarding_melee
0x00000C19,objects\characters\masterchief\damage_effects\masterchief_boarding_melee_response
0x00000C1A,objects\characters\masterchief\damage_effects\masterchief_ejection_melee
0x00000C1B,objects\characters\masterchief\damage_effects\masterchief_ejection_melee_response
0x00000C1C,globals\damage_effects\shield_pop_melee
0x00000C1D,globals\damage_effects\assassination
0x00000C1E,ui\chud\spartan
0x00000C1F,fx\material_effects\objects\characters\contact\collision\blood_aoe_human_masterchief
0x00000C20,fx\shield_impacts\spartan_3p_down
0x00000C21,fx\particles\energy\electric_arcs_gold_n1
0x00000C22,fx\bitmaps\plasma\plasma_clouds_512_a
0x00000C23,fx\bitmaps\plasma\plasma_clouds_512_b
0x00000C24,test\chris\noise\blur_noise256_a
0x00000C25,test\chris\noise\blur_noise256_b
0x00000C26,fx\particles\energy\_bitmaps\electric_arcs_03
0x00000C27,fx\particles\_gradients\electric_arcs_gold
0x00000C28,shaders\particle_templates\_5_8_0_0_0_0_0_0_0_0
0x00000C29,shaders\particle_templates\_5_8_0_0_0_0_0_0_0_0
0x00000C2A,shaders\particle_templates\_5_8_0_0_0_0_0_0_0_0
0x00000C2B,objects\characters\masterchief\bitmaps\flashlight_gel
0x00000C2C,fx\particles\fire\fire_small_n1
0x00000C2D,fx\particles\atmospheric\soft_smoke\soft_smoke_fire_lit
0x00000C2E,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x00000C2F,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x00000C30,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x00000C31,ui\chud\parallax_data\angle_medium
0x00000C32,ui\chud\animations\invisible
0x00000C33,ui\chud\animations\shields_out
0x00000C34,ui\chud\bitmaps\shield_flash_bleed
0x00000C35,ui\chud\animations\shield_color
0x00000C36,ui\chud\animations\shield_dimming
0x00000C37,ui\chud\bitmaps\shield_border
0x00000C38,ui\chud\bitmaps\shield_meter_hf2p
0x00000C39,ui\chud\bitmaps\shield_meter
0x00000C3A,ui\chud\bitmaps\visr_warning
0x00000C3B,ui\chud\animations\mt_readying2
0x00000C3C,ui\chud\bitmaps\motion_tracker
0x00000C3D,ui\chud\animations\mt_readying
0x00000C3E,ui\chud\animations\motion_tracker_ping
0x00000C3F,ui\chud\animations\vox1
0x00000C40,ui\chud\bitmaps\vox
0x00000C41,ui\chud\animations\vox2
0x00000C42,ui\chud\animations\boot_sequence\default_boot_flash
0x00000C43,ui\chud\parallax_data\angle_small
0x00000C44,ui\chud\animations\boot_sequence\backpack_boot_flash
0x00000C45,ui\chud\animations\dim_lines
0x00000C46,ui\chud\bitmaps\grenade_scematics
0x00000C47,ui\chud\animations\kudos
0x00000C48,ui\chud\parallax_data\angle_zero
0x00000C49,ui\chud\bitmaps\hud_reticles_h3
0x00000C4A,ui\chud\animations\boot_sequence\grid_boot
0x00000C4B,ui\chud\bitmaps\init_lines_grid
0x00000C4C,ui\chud\animations\boot_sequence\wipe_boot_up
0x00000C4D,ui\chud\bitmaps\init_lines_wipe
0x00000C4E,ui\chud\animations\boot_sequence\wipe_boot_down
0x00000C4F,ui\chud\animations\boot_sequence\line_boot
0x00000C50,ui\chud\bitmaps\init_burst
0x00000C51,ui\chud\parallax_data\angle_large
0x00000C52,ui\chud\animations\vip_notify
0x00000C53,ui\chud\bitmaps\variant_items\vip_icon
0x00000C54,ui\chud\animations\vip_aura_pulsate
0x00000C55,ui\chud\animations\vip_aura_center
0x00000C56,ui\chud\animations\vip_notify_text
0x00000C57,ui\chud\bitmaps\scopes\human_binoculars
0x00000C58,ui\chud\animations\yaw_slide
0x00000C59,ui\chud\bitmaps\rulers_h
0x00000C5A,ui\chud\animations\pitch_slide
0x00000C5B,ui\chud\bitmaps\rulers_v
0x00000C5C,ui\chud\bitmaps\scopes\box_tiny
0x00000C5D,ui\chud\animations\zoom_scope
0x00000C5E,ui\chud\bitmaps\variant_items\jug_icon
0x00000C5F,ui\chud\bitmaps\help
0x00000C60,ui\chud\bitmaps\variant_items\infection_icon
0x00000C61,ui\chud\animations\fade_in_slow
0x00000C62,ui\chud\animations\fade_out_slow
0x00000C63,ui\chud\bitmaps\objectives
0x00000C64,null_tag_0C64
0x00000C65,null_tag_0C65
0x00000C66,ui\chud\bitmaps\equipment_scematics
0x00000C67,null_tag_0C67
0x00000C68,null_tag_0C68
0x00000C69,null_tag_0C69
0x00000C6A,null_tag_0C6A
0x00000C6B,null_tag_0C6B
0x00000C6C,null_tag_0C6C
0x00000C6D,null_tag_0C6D
0x00000C6E,null_tag_0C6E
0x00000C6F,null_tag_0C6F
0x00000C70,null_tag_0C70
