0x00000000,global_tags
0x00000913,fx\particles\_gradients\muzzle_flare\muzzle_flare_beam_rifle_crackle
0x00000914,shaders\particle_templates\_2_8_0_0_0_1_1_0_0_0
0x00000915,shaders\particle_templates\_2_8_0_0_0_1_1_0_0_0
0x00000916,shaders\particle_templates\_2_8_0_0_0_1_1_0_0_0
0x00000917,objects\weapons\rifle\plasma_rifle\fx\particles\glow_soft
0x00000918,objects\weapons\rifle\beam_rifle\fx\particles\glow_soft
0x00000919,objects\weapons\rifle\beam_rifle\fx\particles\muzzle_flash_long
0x0000091A,fx\particles\_gradients\muzzle_flare\muzzle_flare_beam_rifle_long
0x0000091B,sound\weapons\beam_rifle\beam_rifle_misfire
0x0000091C,globals\damage_responses\trigger_sniper
0x0000091D,ai\squad_templates\sq_camp_jackal_sniper_2
0x0000091E,ai\squad_templates\sq_camp_jackal_sniper_3
0x0000091F,ai\squad_templates\sq_camp_jackal_sniper_4
0x00000920,ai\squad_templates\sq_camp_2_bodyguards
0x00000921,ai\squad_templates\sq_camp_chieftain_hammer
0x00000922,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000923,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000924,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000925,objects\weapons\melee\gravity_hammer\shaders\hammer_illum
0x00000926,ms23\objects\weapons\melee\gravity_hammer\bitmaps\gravity_hammer_illum
0x00000927,shaders\shader_templates\_2_0_0_0_4_0_1_1_0_1_0_0
0x00000928,shaders\shader_templates\_2_0_0_0_4_0_1_1_0_1_0
0x00000929,shaders\shader_templates\_2_0_0_0_4_0_1_1_0_1_0
0x0000092A,objects\weapons\melee\gravity_hammer\shaders\hammer
0x0000092B,ms23\objects\weapons\melee\gravity_hammer\bitmaps\gravity_hammer
0x0000092C,ms23\objects\weapons\melee\gravity_hammer\bitmaps\gravity_hammer_bump
0x0000092D,objects\weapons\melee\gravity_hammer\bitmaps\gravity_hammer_bump_detail
0x0000092E,objects\weapons\melee\gravity_hammer\shaders\hammer_dull
0x0000092F,objects\weapons\rifle\battle_rifle\bitmaps\rubber_microbump_soft
0x00000930,shaders\shader_templates\_0_2_0_1_7_0_0_0_0_1_0_0
0x00000931,shaders\shader_templates\_0_2_0_1_7_0_0_0_0_1_0
0x00000932,shaders\shader_templates\_0_2_0_1_7_0_0_0_0_1_0
0x00000933,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000934,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000935,objects\weapons\lod\lod_gravity_hammer\lod_gravity_hammer
0x00000936,objects\weapons\lod\shaders\lod_hammer
0x00000937,objects\weapons\lod\bitmaps\lod_hammer
0x00000938,fx\material_effects\objects\weapons\grav_hammer
0x00000939,sound\weapons\gravity_hammer\hammer_drops
0x0000093A,objects\weapons\melee\gravity_hammer\fx\hammer_on
0x0000093B,objects\weapons\melee\gravity_hammer\fx\hammer_on
0x0000093C,objects\weapons\melee\gravity_hammer\fx\particles\plasma_wispy
0x0000093D,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x0000093E,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x0000093F,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x00000940,objects\weapons\damage_effects\crush_melee
0x00000941,globals\trigger_lunge
0x00000942,globals\damage_responses\trigger_lunge
0x00000943,objects\weapons\melee\gravity_hammer\fp_gravity_hammer\fp_gravity_hammer
0x00000944,objects\characters\masterchief\fp\weapons\melee\fp_gravity_hammer\fp_gravity_hammer
0x00000945,sound\weapons\gravity_hammer\fp_hammer\hammer_ready
0x00000946,sound\weapons\gravity_hammer\fp_hammer\hammer_posing
0x00000947,sound\weapons\gravity_hammer\fp_hammer\hammer_melee
0x00000948,objects\weapons\melee\gravity_hammer\fx\fp_gravity_hammer_impact
0x00000949,sound\characters\brute\tartarus_melee
0x0000094A,ui\chud\hammer
0x0000094B,fx\material_effects\objects\weapons\grav_hammer_depleted
0x0000094C,ai\squad_templates\sq_camp_chieftain_plasma
0x0000094D,ai\squad_templates\sq_camp_chieftain_flak
0x0000094E,ai\squad_templates\sq_camp_1_hunter_flak
0x0000094F,ai\squad_templates\sq_camp_1_hunter_plasma
0x00000950,ai\squad_templates\sq_camp_hunters
0x00000951,ai\squad_templates\sq_camp_bugger_pupa_2
0x00000952,ai\squad_templates\sq_camp_bugger_pupa_4
0x00000953,ai\squad_templates\sq_camp_bugger_2
0x00000954,ai\squad_templates\sq_camp_bugger_4
0x00000955,ai\squad_templates\sq_camp_engineer_free_1
0x00000956,ai\squad_templates\sq_camp_engineer_1
0x00000957,ai\squad_templates\sq_camp_engineer_2
0x00000958,ai\squad_templates\sq_camp_engineer_4
0x00000959,ai\squad_templates\vehicles
0x0000095A,ai\squad_templates\sq_camp_1_shade
0x0000095B,objects\vehicles\shade\shade
0x0000095C,objects\vehicles\shade\shade
0x0000095D,objects\vehicles\shade\shade
0x0000095E,objects\vehicles\shade\shaders\shade_metal
0x0000095F,objects\vehicles\shade\bitmaps\shade
0x00000960,objects\vehicles\banshee\bitmaps\banshee_detail_2
0x00000961,objects\vehicles\shade\bitmaps\shade_bump
0x00000962,objects\vehicles\shade\bitmaps\shade_illum
0x00000963,ms23\objects\vehicles\banshee\bitmaps\banshee_detail_bump
0x00000964,shaders\shader_templates\_0_2_0_1_2_2_1_0_0_1_0_0
0x00000965,shaders\shader_templates\_0_2_0_1_2_2_1_0_0_1_0
0x00000966,shaders\shader_templates\_0_2_0_1_2_2_1_0_0_1_0
0x00000967,objects\vehicles\shade\shaders\shade
0x00000968,objects\vehicles\shade\shaders\shade_damage
0x00000969,objects\vehicles\shade\bitmaps\blown_open_shade
0x0000096A,objects\vehicles\ghost\bitmaps\blown_open_bump
0x0000096B,objects\vehicles\ghost\bitmaps\blown_open_illum
0x0000096C,objects\vehicles\ghost\bitmaps\blown_open_height
0x0000096D,shaders\shader_templates\_0_2_0_1_2_2_2_0_1_1_0_0
0x0000096E,shaders\shader_templates\_0_2_0_1_2_2_2_0_1_1_0
0x0000096F,shaders\shader_templates\_0_2_0_1_2_2_2_0_1_1_0
0x00000970,objects\vehicles\shade\shaders\shade_torn
0x00000971,objects\vehicles\shade\bitmaps\torn_up_shade
0x00000972,objects\vehicles\ghost\bitmaps\torn_up_bump
0x00000973,objects\vehicles\ghost\bitmaps\torn_up_transparent
0x00000974,shaders\shader_templates\_0_2_1_1_2_2_0_0_0_1_0_0
0x00000975,shaders\shader_templates\_0_2_1_1_2_2_0_0_0_1_0
0x00000976,shaders\shader_templates\_0_2_1_1_2_2_0_0_0_1_0
0x00000977,objects\vehicles\shade\shaders\shade_antigrav_effect
0x00000978,objects\levels\shared\bfg\bitmaps\bfg_grav
0x00000979,shaders\halogram_templates\_0_3_1_1_0_0_1_0_0
0x0000097A,shaders\halogram_templates\_0_3_1_1_0_0_1
0x0000097B,shaders\halogram_templates\_0_3_1_1_0_0_1
0x0000097C,objects\vehicles\shade\shade
0x0000097D,objects\vehicles\shade\shade
0x0000097E,sound\vehicles\shade\shade_closing
0x0000097F,sound\vehicles\shade\shade_opening
0x00000980,objects\vehicles\shade\shade
0x00000981,fx\scenery_fx\explosions\covenant_explosion_medium\covenant_explosion_medium
0x00000982,sound\vehicles\damage_effects\cov_damage_large
0x00000983,fx\scenery_fx\explosions\covenant_explosion_medium\covenant_explosion_medium
0x00000984,fx\screen_fx\medium_explosion
0x00000985,fx\scenery_fx\explosions\covenant_explosion_medium\covenant_explosion_medium
0x00000986,fx\scenery_fx\explosions\covenant_explosion_medium\covenant_explosion_medium
0x00000987,fx\particles\flare\explosive_flash_n3
0x00000988,fx\particles\energy\spark_ember_n4
0x00000989,fx\particles\energy\plasma_burst_n2
0x0000098A,fx\particles\energy\plasma_noise_n2
0x0000098B,fx\scenery_fx\explosions\covenant_explosion_medium\ejecta
0x0000098C,fx\scenery_fx\explosions\covenant_explosion_medium\ejecta
0x0000098D,fx\scenery_fx\explosions\covenant_explosion_medium\ejecta
0x0000098E,shaders\contrail_templates\_0_8_1_0
0x0000098F,shaders\contrail_templates\_0_8_1_0
0x00000990,shaders\contrail_templates\_0_8_1_0
0x00000991,fx\particles\atmospheric\rolling_smoke\fireball_plasma_medium
0x00000992,fx\particles\atmospheric\rolling_smoke\covenant_explosion_rolling_smoke_medium
0x00000993,fx\particles\atmospheric\_bitmaps\thick_smoke_large
0x00000994,shaders\particle_templates\_1_3_0_2_0_1_1_1_1_0
0x00000995,shaders\particle_templates\_1_3_0_2_0_1_1_1_1_0
0x00000996,shaders\particle_templates\_1_3_0_2_0_1_1_1_1_0
0x00000997,fx\particles\energy\electric_loops_large_n1
0x00000998,fx\particles\atmospheric\soft_smoke\covenant_explosion_soft_smoke_large
0x00000999,shaders\particle_templates\_3_3_0_1_0_1_1_1_0_0
0x0000099A,shaders\particle_templates\_3_3_0_1_0_1_1_1_0_0
0x0000099B,shaders\particle_templates\_3_3_0_1_0_1_1_1_0_0
0x0000099C,objects\vehicles\shade\fx\destruction\trans_stand_destroyed
0x0000099D,objects\vehicles\shade\garbage\ring\ring
0x0000099E,objects\vehicles\shade\garbage\ring\ring
0x0000099F,objects\vehicles\shade\garbage\ring\ring
0x000009A0,objects\vehicles\shade\garbage\ring\ring
0x000009A1,objects\vehicles\shade\garbage\ring\ring
0x000009A2,fx\scenery_fx\destruction\covenant_mech_break_medium\covenant_mech_break_medium
0x000009A3,fx\scenery_fx\destruction\covenant_mech_break_medium\covenant_mech_break_medium
0x000009A4,sound\vehicles\damage_effects\cov_damage_med
0x000009A5,objects\vehicles\shade\fx\destruction\trans_hull_destroyed
0x000009A6,objects\vehicles\shade\garbage\gun\gun
0x000009A7,objects\vehicles\shade\garbage\gun\gun
0x000009A8,objects\vehicles\shade\garbage\gun\gun
0x000009A9,objects\vehicles\shade\garbage\gun\gun
0x000009AA,objects\vehicles\shade\garbage\gun\gun
0x000009AB,objects\vehicles\shade\fx\destruction\trans_left_door_destroyed
0x000009AC,objects\vehicles\shade\garbage\door\door
0x000009AD,objects\vehicles\shade\garbage\door\door
0x000009AE,objects\vehicles\shade\garbage\door\door
0x000009AF,objects\vehicles\shade\garbage\door\door
0x000009B0,objects\vehicles\shade\garbage\door\door
0x000009B1,objects\vehicles\shade\fx\destruction\trans_right_door_destroyed
0x000009B2,globals\collision_damage\object_fragile
0x000009B3,objects\vehicles\shade\fx\running\antigrav_lift
0x000009B4,objects\vehicles\shade\fx\running\antigrav_lift
0x000009B5,shaders\light_volume_templates\_0_8_1
0x000009B6,shaders\light_volume_templates\_0_8_1
0x000009B7,shaders\light_volume_templates\_0_8_1
0x000009B8,fx\particles\distortion\distortion_shimmer
0x000009B9,fx\particles\distortion\_bitmaps\distortion_shimmer
0x000009BA,shaders\particle_templates\_0_8_1_0_0_1_0_0_0_0
0x000009BB,shaders\particle_templates\_0_8_1_0_0_1_0_0_0_0
0x000009BC,shaders\particle_templates\_0_8_1_0_0_1_0_0_0_0
0x000009BD,fx\particles\energy\antigrav_light
0x000009BE,fx\particles\flare\_bitmaps\light_beam_wide
0x000009BF,camera\shade_d_camera
0x000009C0,objects\vehicles\shade\weapon\shade_turret
0x000009C1,objects\vehicles\phantom\fx\weapon\phantom_turret\firing
0x000009C2,ui\chud\v_shade
0x000009C3,objects\vehicles\shade\weapon\shade_turret
0x000009C4,fx\material_effects\objects\weapons\phantom_turret
0x000009C5,objects\vehicles\phantom\fx\weapon\phantom_turret\impact
0x000009C6,sound\vehicles\phantom\phantom_bolt_impact
0x000009C7,objects\vehicles\phantom\fx\weapon\phantom_turret\impact
0x000009C8,objects\vehicles\shade\fx\weapon\projectile
0x000009C9,objects\vehicles\shade\fx\weapon\projectile
0x000009CA,sound\weapons\impacts_riccs\plasma_flyby_h3
0x000009CB,objects\vehicles\shade\damage_effects\shade_turret_bolt
0x000009CC,objects\vehicles\shade\fx\weapon\firing
0x000009CD,sound\vehicles\phantom\shade_turret_fire
0x000009CE,sound\vehicles\phantom\shade_turret_lod_far
0x000009CF,objects\vehicles\phantom\fx\weapon\phantom_turret\particles\muzzle_flash_long
0x000009D0,fx\particles\_gradients\muzzle_flare\muzzle_flare_phantom_turret_long
0x000009D1,objects\vehicles\phantom\fx\weapon\phantom_turret\particles\muzzle_flash_round
0x000009D2,fx\particles\_gradients\muzzle_flare\muzzle_flare_phantom_turret
0x000009D3,objects\vehicles\phantom\fx\weapon\phantom_turret\particles\flash_large
0x000009D4,objects\vehicles\phantom\fx\weapon\phantom_turret\particles\muzzle_flash_long_soft
0x000009D5,objects\vehicles\phantom\fx\weapon\phantom_turret\particles\energy_pulse
0x000009D6,fx\particles\energy\_bitmaps\energy_pulse
0x000009D7,fx\particles\_gradients\energy_pulse_blue
0x000009D8,fx\scenery_fx\destruction\emp_drain_small\emp_drain_small
0x000009D9,fx\scenery_fx\destruction\emp_drain_small\emp_drain_small
0x000009DA,fx\scenery_fx\destruction\emp_drain_small\emp_drain_small
0x000009DB,fx\lens_flares\_bitmaps\explosive_burst
0x000009DC,fx\particles\models\mesh_fx\blast_radius\blast_radius
0x000009DD,fx\particles\_gradients\grayscale
0x000009DE,shaders\particle_templates\_2_8_0_0_0_1_0_0_0_0
0x000009DF,shaders\particle_templates\_2_8_0_0_0_1_0_0_0_0
0x000009E0,shaders\particle_templates\_2_8_0_0_0_1_0_0_0_0
0x000009E1,fx\particles\models\mesh_fx\blast_radius\blast_radius
0x000009E2,sound\vehicles\damage_effects\emp_damage\emp_damage
0x000009E3,sound\vehicles\damage_effects\emp_damage\emp_damage\in
0x000009E4,sound\vehicles\damage_effects\emp_damage\emp_damage\loop
0x000009E5,ai\squad_templates\sq_camp_1_ghost
0x000009E6,objects\vehicles\ghost\ghost
0x000009E7,objects\vehicles\ghost\ghost
0x000009E8,objects\vehicles\ghost\ghost
0x000009E9,ms23\objects\vehicles\ghost\shaders\ghost_metal
0x000009EA,ms23\objects\vehicles\ghost\bitmaps\ghost_base
0x000009EB,objects\vehicles\banshee\bitmaps\banshee_detail
0x000009EC,ms23\objects\vehicles\ghost\bitmaps\ghost_bump
0x000009ED,ms23\objects\vehicles\ghost\bitmaps\ghost_illum
0x000009EE,objects\vehicles\banshee\bitmaps\banshee_detail_bump_soft
0x000009EF,objects\vehicles\destruction\shaders\cov_damage_charred_hole_01_no_plasma
0x000009F0,objects\bitmaps\damage\cov_damage_charred_hole_01
0x000009F1,objects\bitmaps\damage\cov_damage_charred_hole_01_zbump
0x000009F2,objects\bitmaps\damage\cov_damage_charred_hole_01_illum
0x000009F3,objects\bitmaps\damage\cov_damage_charred_hole_01_parallax
0x000009F4,objects\bitmaps\detail_maps\covenant_metal_detail_zbump
0x000009F5,shaders\shader_templates\_0_2_0_1_1_0_2_3_1_0_0_0
0x000009F6,shaders\shader_templates\_0_2_0_1_1_0_2_3_1_0_0
0x000009F7,shaders\shader_templates\_0_2_0_1_1_0_2_3_1_0_0
0x000009F8,objects\vehicles\destruction\shaders\cov_damage_ripped_open_tech_01
0x000009F9,objects\bitmaps\damage\cov_damage_ripped_open_tech_01
0x000009FA,objects\bitmaps\damage\cov_damage_ripped_open_tech_01_zbump
0x000009FB,objects\bitmaps\damage\cov_damage_ripped_open_tech_01_illum
0x000009FC,objects\bitmaps\damage\cov_damage_ripped_open_tech_01_parallax
0x000009FD,shaders\shader_templates\_0_1_0_1_1_0_2_0_1_0_0_0
0x000009FE,shaders\shader_templates\_0_1_0_1_1_0_2_0_1_0_0
0x000009FF,shaders\shader_templates\_0_1_0_1_1_0_2_0_1_0_0
0x00000A00,objects\vehicles\destruction\shaders\cov_damage_ripped_open_tech_03
0x00000A01,objects\bitmaps\damage\cov_damage_ripped_open_tech_03
0x00000A02,objects\bitmaps\damage\cov_damage_ripped_open_tech_03_zbump
0x00000A03,objects\bitmaps\damage\cov_damage_ripped_open_tech_03_illum
0x00000A04,objects\bitmaps\damage\cov_damage_ripped_open_tech_03_parallax
0x00000A05,objects\bitmaps\damage\cov_damage_ripped_open_tech_03_spec
0x00000A06,shaders\shader_templates\_0_1_0_2_2_2_2_3_1_0_0_0
0x00000A07,shaders\shader_templates\_0_1_0_2_2_2_2_3_1_0_0
0x00000A08,shaders\shader_templates\_0_1_0_2_2_2_2_3_1_0_0
0x00000A09,objects\vehicles\ghost\shaders\ghost_metal_burned
0x00000A0A,objects\vehicles\destruction\shaders\cov_damage_ripped_open_tech_02
0x00000A0B,objects\bitmaps\damage\cov_damage_ripped_open_tech_02
0x00000A0C,objects\bitmaps\damage\cov_damage_ripped_open_tech_02_zbump
0x00000A0D,objects\bitmaps\damage\cov_damage_ripped_open_tech_02_illum
0x00000A0E,objects\bitmaps\damage\cov_damage_ripped_open_tech_02_parallax
0x00000A0F,objects\bitmaps\damage\cov_damage_ripped_open_tech_02_spec
0x00000A10,objects\vehicles\destruction\shaders\cov_damage_charred_hole_02_no_plasma
0x00000A11,objects\bitmaps\damage\cov_damage_charred_hole_02
0x00000A12,objects\bitmaps\damage\cov_damage_charred_hole_02_zbump
0x00000A13,objects\bitmaps\damage\cov_damage_charred_hole_02_illum
0x00000A14,objects\bitmaps\damage\cov_damage_charred_hole_02_parallax
0x00000A15,objects\vehicles\destruction\shaders\cov_damage_ripped_hex_cage_01
0x00000A16,objects\bitmaps\damage\cov_damage_ripped_hex_cage_01
0x00000A17,objects\bitmaps\damage\cov_damage_ripped_hex_cage_01_zbump
0x00000A18,objects\bitmaps\damage\cov_damage_ripped_hex_cage_01_illum
0x00000A19,shaders\shader_templates\_0_1_0_1_2_2_2_3_0_0_0_0
0x00000A1A,shaders\shader_templates\_0_1_0_1_2_2_2_3_0_0_0
0x00000A1B,shaders\shader_templates\_0_1_0_1_2_2_2_3_0_0_0
0x00000A1C,ms23\objects\vehicles\ghost\shaders\ghost_shell
0x00000A1D,ms23\objects\vehicles\ghost\shaders\plasma_vent
0x00000A1E,shaders\shader_templates\_2_0_0_0_0_0_0_1_0_1_0_0
0x00000A1F,shaders\shader_templates\_2_0_0_0_0_0_0_1_0_1_0
0x00000A20,shaders\shader_templates\_2_0_0_0_0_0_0_1_0_1_0
0x00000A21,objects\vehicles\ghost\shaders\ghost_dash_zcam
0x00000A22,shaders\halogram_templates\_0_11_0_1_0_2_0_0_0
0x00000A23,shaders\halogram_templates\_0_11_0_1_0_2_0
0x00000A24,shaders\halogram_templates\_0_11_0_1_0_2_0
0x00000A25,ms23\objects\vehicles\ghost\shaders\ghost_dash_border
0x00000A26,objects\vehicles\ghost\bitmaps\ghost_dash_border
0x00000A27,ms23\objects\vehicles\ghost\shaders\ghost_dash_meter
0x00000A28,objects\vehicles\ghost\bitmaps\ghost_dash_meter
0x00000A29,objects\vehicles\ghost\ghost
0x00000A2A,objects\vehicles\ghost\ghost
0x00000A2B,objects\vehicles\ghost\ghost
0x00000A2C,objects\vehicles\ghost\fx\destruction\perm_hull_medium
0x00000A2D,fx\particles\energy\spark_burst_small
0x00000A2E,fx\particles\energy\_bitmaps\spark_burst_small
0x00000A2F,sound\vehicles\damage_effects\covy_damloops_med\covy_damloops_med
0x00000A30,sound\vehicles\damage_effects\covy_damloops_med\c_damage_med\loop
0x00000A31,objects\vehicles\ghost\fx\destruction\perm_hull_major
0x00000A32,fx\particles\fire\plasma_fire_small
0x00000A33,fx\particles\_gradients\fire_plasma
0x00000A34,fx\particles\energy\electric_arcs_blue_n2
0x00000A35,sound\vehicles\damage_effects\covy_damloops_lrg\covy_damloops_lrg
0x00000A36,sound\vehicles\damage_effects\covy_damloops_lrg\c_damage_lrg\loop
0x00000A37,objects\vehicles\ghost\fx\destruction\perm_wing_medium
0x00000A38,fx\particles\energy\spark_burst_small_n1
0x00000A39,sound\vehicles\damage_effects\covy_damloops_sm\covy_damloops_sm
0x00000A3A,sound\vehicles\damage_effects\covy_damloops_sm\c_damage_sm\loop
0x00000A3B,objects\vehicles\ghost\fx\destruction\perm_wing_major
0x00000A3C,objects\vehicles\ghost\fx\destruction\trans_lwing_destroyed
0x00000A3D,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell
0x00000A3E,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell
0x00000A3F,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell
0x00000A40,objects\vehicles\ghost\shaders\ghost_metal
0x00000A41,objects\vehicles\ghost\bitmaps\ghost
0x00000A42,objects\vehicles\ghost\bitmaps\ghost_bump
0x00000A43,objects\vehicles\ghost\bitmaps\ghost_illum
0x00000A44,objects\vehicles\ghost\shaders\ghost_shell
0x00000A45,objects\vehicles\ghost\shaders\ghost_torn
0x00000A46,objects\vehicles\ghost\bitmaps\torn_up
0x00000A47,objects\vehicles\ghost\shaders\ghost_damage
0x00000A48,objects\vehicles\ghost\bitmaps\blown_open
0x00000A49,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell
0x00000A4A,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell
0x00000A4B,sound\vehicles\damage_effects\covy_damloops_tiny\covy_damloops_tiny
0x00000A4C,sound\vehicles\damage_effects\covy_damloops_tiny\c_damage_tiny\loop
0x00000A4D,objects\vehicles\ghost\garbage\l_gun\l_gun
0x00000A4E,objects\vehicles\ghost\garbage\l_gun\l_gun
0x00000A4F,objects\vehicles\ghost\garbage\l_gun\l_gun
0x00000A50,objects\vehicles\ghost\garbage\l_gun\l_gun
0x00000A51,objects\vehicles\ghost\garbage\l_gun\l_gun
0x00000A52,objects\vehicles\ghost\fx\destruction\trans_gastank_destroyed
0x00000A53,objects\vehicles\ghost\garbage\anti_grav\anti_grav
0x00000A54,objects\vehicles\ghost\garbage\anti_grav\anti_grav
0x00000A55,objects\vehicles\ghost\garbage\anti_grav\anti_grav
0x00000A56,objects\vehicles\ghost\garbage\anti_grav\anti_grav
0x00000A57,objects\vehicles\ghost\garbage\anti_grav\anti_grav
0x00000A58,objects\vehicles\ghost\fx\destruction\trans_hull_destroyed
0x00000A59,objects\vehicles\ghost\garbage\seat\seat
0x00000A5A,objects\vehicles\ghost\garbage\seat\seat
0x00000A5B,objects\vehicles\ghost\garbage\seat\seat
0x00000A5C,objects\vehicles\ghost\garbage\seat\seat
0x00000A5D,objects\vehicles\ghost\garbage\seat\seat
0x00000A5E,fx\particles\atmospheric\soft_smoke\vehicle_smoke_covenant_n1
0x00000A5F,shaders\particle_templates\_5_10_0_1_0_1_1_1_0_0
0x00000A60,shaders\particle_templates\_5_10_0_1_0_1_1_1_0_0
0x00000A61,shaders\particle_templates\_5_10_0_1_0_1_1_1_0_0
0x00000A62,objects\vehicles\damage_effects\med_trans_damage
0x00000A63,objects\vehicles\ghost\fx\destruction\trans_hull_destroyed_delay
0x00000A64,sound\vehicles\ghost\ghost_initial_destroyed
0x00000A65,objects\vehicles\ghost\fx\destruction\trans_hull_destroyed_delay
0x00000A66,fx\particles\flare\light_beam
0x00000A67,fx\particles\flare\_bitmaps\light_beam
0x00000A68,fx\particles\atmospheric\soft_smoke\vehicle_smoke_covenant
0x00000A69,fx\particles\atmospheric\soft_smoke\soft_smoke_fire_lit
0x00000A6A,fx\physics_templates\fire
0x00000A6B,fx\particles\fire\plasma_fire_large
0x00000A6C,fx\particles\energy\_bitmaps\fire_large
0x00000A6D,objects\vehicles\ghost\fx\destruction\trans_hull_major
0x00000A6E,objects\vehicles\ghost\garbage\hull_shell\hull_shell
0x00000A6F,objects\vehicles\ghost\garbage\hull_shell\hull_shell
0x00000A70,objects\vehicles\ghost\garbage\hull_shell\hull_shell
0x00000A71,objects\vehicles\ghost\garbage\hull_shell\hull_shell
0x00000A72,objects\vehicles\ghost\garbage\hull_shell\hull_shell
0x00000A73,globals\collision_damage\vehicle_small
0x00000A74,fx\material_effects\objects\vehicles\ghost
0x00000A75,fx\material_effects\objects\vehicles\contact\collision\collision_default_fast
0x00000A76,fx\particles\vehicle\soft_smoke_small_impact
0x00000A77,fx\material_effects\objects\vehicles\contact\collision\collision_hard_cov_fast
0x00000A78,sound\vehicles\damage_effects\cov_crashes
0x00000A79,fx\material_effects\objects\vehicles\contact\collision\collision_hard_fast
0x00000A7A,fx\material_effects\objects\vehicles\contact\collision\collision_metal
0x00000A7B,fx\material_effects\objects\vehicles\contact\collision\collision_stone
0x00000A7C,fx\material_effects\objects\vehicles\contact\collision\collision_snow
0x00000A7D,fx\particles\vehicle\snow\impact_spray_xtralrg_snow
0x00000A7E,shaders\particle_templates\_3_10_0_0_0_1_1_1_0_1
0x00000A7F,shaders\particle_templates\_3_10_0_0_0_1_1_1_0_1
0x00000A80,shaders\particle_templates\_3_10_0_0_0_1_1_1_0_1
0x00000A81,fx\particles\vehicle\snow\impact_chunks_small_snow
0x00000A82,shaders\particle_templates\_0_10_0_0_0_0_1_1_0_1
0x00000A83,shaders\particle_templates\_0_10_0_0_0_0_1_1_0_1
0x00000A84,shaders\particle_templates\_0_10_0_0_0_0_1_1_0_1
0x00000A85,fx\particles\vehicle\snow\soft_smoke_small_impact_snow
0x00000A86,fx\material_effects\objects\vehicles\contact\collision\collision_water
0x00000A87,fx\water\vehicle_collision
0x00000A88,fx\material_effects\objects\vehicles\contact\collision\collision_sand
0x00000A89,fx\particles\vehicle\sand\impact_spray_xtralrg_sand
0x00000A8A,fx\particles\vehicle\sand\impact_chunks_medium_sand
0x00000A8B,fx\material_effects\objects\vehicles\contact\collision\collision_mud
0x00000A8C,fx\particles\vehicle\mud\impact_spray_large_mud
0x00000A8D,fx\particles\vehicle\mud\impact_spray_medium_mud
0x00000A8E,shaders\particle_templates\_0_10_0_0_1_0_1_1_0_1
0x00000A8F,shaders\particle_templates\_0_10_0_0_1_0_1_1_0_1
0x00000A90,shaders\particle_templates\_0_10_0_0_1_0_1_1_0_1
0x00000A91,fx\particles\vehicle\mud\impact_fluid_sheet_large_mud
0x00000A92,fx\material_effects\objects\vehicles\contact\grinding\default
0x00000A93,fx\material_effects\objects\vehicles\contact\grinding\stone
0x00000A94,fx\material_effects\objects\vehicles\contact\grinding\metal_cov
0x00000A95,fx\particles\vehicle\metal\soft_smoke_small_impact_metal
0x00000A96,sound\vehicles\damage_effects\vehicle_scrape\vehicle_scrape
0x00000A97,sound\vehicles\damage_effects\vehicle_scrape\veh_scrape\alt_loop
0x00000A98,sound\vehicles\ghost\ghost_left\ghost_left
0x00000A99,sound\vehicles\ghost\ghost_left\track1\in
0x00000A9A,sound\vehicles\ghost\ghost_left\track1\loop
0x00000A9B,sound\vehicles\ghost\ghost_left\track1\out
0x00000A9C,sound\vehicles\ghost\ghost_right\ghost_right
0x00000A9D,sound\vehicles\ghost\ghost_right\track1\in
0x00000A9E,sound\vehicles\ghost\ghost_right\track1\loop
0x00000A9F,sound\vehicles\ghost\ghost_right\track1\out
0x00000AA0,sound\vehicles\ghost\ghost_boost_left\ghost_boost_left
0x00000AA1,sound\vehicles\ghost\ghost_boost_left\track1\in
0x00000AA2,sound\vehicles\ghost\ghost_boost_left\track1\loop
0x00000AA3,sound\vehicles\ghost\ghost_boost_right\ghost_boost_right
0x00000AA4,sound\vehicles\ghost\ghost_boost_right\track1\in
0x00000AA5,sound\vehicles\ghost\ghost_boost_right\track1\loop
0x00000AA6,objects\vehicles\ghost\fx\running\antigrav
0x00000AA7,objects\vehicles\ghost\fx\running\antigrav_lift
0x00000AA8,objects\vehicles\brute_chopper\fx\running\antigrav_lift
0x00000AA9,fx\water\ghost_antigrav
0x00000AAA,objects\vehicles\ghost\fx\running\antigrav_lift_rear
0x00000AAB,sound\vehicles\ghost\ghost_engine_lod\ghost_engine_lod
0x00000AAC,sound\vehicles\ghost\ghost_engine_lod\ghost_lod\loop
0x00000AAD,objects\vehicles\ghost\fx\running\boost
0x00000AAE,objects\vehicles\ghost\fx\running\boost
